ticket;resposta_NPS;grupo_NPS;Nota_ConhecimentoAgente;Nota_Solucao;Nota_TempoRetorno;Nota_Facilidade;Nota_Satisfacao;cliente
22803034;10;promotor;10;10;10;10;10;TC7801
19164623;8;passivo;NULL;NULL;NULL;NULL;NULL;TFCNRP
22687904;5;detrator;10;5;10;0;5;T03459
21684056;10;promotor;10;8;10;5;8;TFDOPT
22214903;8;passivo;NULL;NULL;NULL;NULL;NULL;T15854
20477380;8;passivo;9;9;9;9;9;TEWTRA
22646135;10;promotor;10;10;10;10;10;TFBLBY
19103003;10;promotor;8;8;8;8;8;T46457
19162183;10;promotor;10;10;9;9;9;T53780
22667409;10;promotor;10;10;10;10;10;T15526
19593184;9;promotor;9;9;9;9;9;TFCDXR
22906410;10;promotor;10;5;0;5;6;T49030
19935972;10;promotor;10;10;10;10;10;TFDCGT
20575517;10;promotor;10;10;10;10;10;T35673
20344695;10;promotor;10;10;10;7;9;TFAEAT
20195629;10;promotor;NULL;NULL;NULL;NULL;NULL;T36732
19793184;10;promotor;10;10;10;10;10;T61431
22149329;10;promotor;10;10;10;10;10;T08225
20353576;10;promotor;10;10;10;7;10;TFCDUN
20834352;10;promotor;10;10;10;10;10;T06661
20493898;10;promotor;10;10;10;10;10;TEZJDA
20889563;10;promotor;10;10;10;10;10;T06661
20502590;10;promotor;10;10;7;10;10;T46200
22837842;10;promotor;10;10;10;10;10;TFDDU3
20777901;5;detrator;5;2;0;5;0;TEZBC6
21689386;10;promotor;10;10;10;10;10;TFCDQN
22967827;10;promotor;10;10;10;10;10;TFDRE6
19885472;6;detrator;6;5;7;6;9;TFDFA0
19587135;9;promotor;10;10;9;10;9;TFCSFC
18998472;10;promotor;10;10;10;10;10;T77096
22750343;10;promotor;8;10;8;9;8;TB0766
21113616;10;promotor;10;10;10;10;10;T73839
22799924;10;promotor;NULL;NULL;NULL;NULL;NULL;T74600
19602244;10;promotor;10;10;10;10;10;T06468
20927736;10;promotor;10;10;10;10;10;T06937
21893204;10;promotor;10;10;10;10;10;T77573
20917986;10;promotor;10;10;10;10;10;T03459
19608623;10;promotor;10;10;10;10;10;TFBKE0
21600401;10;promotor;NULL;NULL;NULL;NULL;NULL;T11910
21486406;10;promotor;10;10;10;10;10;T36732
21970821;9;promotor;10;10;10;10;10;TFCT26
19646146;7;passivo;10;10;10;7;10;T03120
22130695;10;promotor;10;10;10;10;10;TCATXY
21163723;9;promotor;9;9;9;9;9;T76806
19560203;10;promotor;10;10;10;10;10;TFCSXX
21294349;8;passivo;8;8;8;8;8;TFCODW
22722755;3;detrator;NULL;NULL;NULL;NULL;NULL;TA3307
20564052;10;promotor;10;10;10;10;10;T11432
19182186;10;promotor;10;10;10;10;10;TEWP22
22887153;10;promotor;10;10;10;10;10;TFBZBU
22794872;0;detrator;0;0;0;0;0;TFDH34
21831226;10;promotor;10;10;10;10;10;TFDFT4
19416889;2;detrator;7;7;3;0;7;T49594
22924282;10;promotor;NULL;NULL;NULL;NULL;NULL;TFDGVJ
19237362;10;promotor;NULL;NULL;NULL;NULL;NULL;TDC13Q
19619929;5;detrator;5;0;10;4;10;T09851
22797492;10;promotor;10;10;10;10;10;TFBXJW
19915691;10;promotor;NULL;NULL;NULL;NULL;NULL;TFBWHS
22836963;10;promotor;10;10;10;10;10;T60311
20402197;10;promotor;10;10;10;10;10;TFDCGT
21035375;9;promotor;9;9;9;9;9;TFDKJV
21187848;10;promotor;10;10;10;10;10;TEXSJH
20300895;10;promotor;NULL;NULL;NULL;NULL;NULL;TFBXHH
19812306;10;promotor;10;10;10;10;10;TFDDBG
22100269;10;promotor;10;10;10;10;10;TFDQA5
20492308;10;promotor;NULL;NULL;NULL;NULL;NULL;T58228
22190182;10;promotor;10;10;10;10;10;TEZJDA
20804182;10;promotor;10;10;10;10;10;TFCHMR
21085050;10;promotor;NULL;NULL;NULL;NULL;NULL;T73755
20303632;10;promotor;10;10;10;10;10;TFCAR4
22494533;10;promotor;10;10;10;10;10;TFCXNN
21293702;9;promotor;9;9;9;9;9;TFCODW
21179290;10;promotor;NULL;NULL;NULL;NULL;NULL;TDC0J5
22029159;10;promotor;NULL;NULL;NULL;NULL;NULL;TFBY54
19040276;10;promotor;10;10;10;10;10;TB4671
20826709;10;promotor;NULL;NULL;NULL;NULL;NULL;TEZKS3
20128094;10;promotor;10;10;10;10;10;T16451
21909435;10;promotor;10;10;10;10;10;TFDJJQ
21160575;0;detrator;NULL;NULL;NULL;NULL;NULL;TFDG01
21667244;10;promotor;10;10;10;10;10;TA6050
19845673;10;promotor;10;10;10;10;10;TEWU57
21037916;10;promotor;10;10;10;10;10;T74414
21888145;10;promotor;NULL;NULL;NULL;NULL;NULL;TDC42B
20956220;10;promotor;10;10;10;10;10;TFDBKI
20104864;10;promotor;10;10;10;10;10;T50734
21652414;10;promotor;10;10;10;10;10;TFCTOW
21712666;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCZ45
21960061;10;promotor;NULL;NULL;NULL;NULL;NULL;TFECGV
19870591;8;passivo;7;8;7;6;5;T14119
22560136;10;promotor;10;10;7;10;10;T54928
22807396;10;promotor;10;10;10;10;10;TB2401
19822315;10;promotor;10;10;9;7;10;TFBMMJ
19072997;9;promotor;NULL;NULL;NULL;NULL;NULL;TFDGZ4
22898064;10;promotor;10;10;10;10;10;TFDPWZ
20300450;10;promotor;10;10;10;10;10;TB1491
19734748;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCLMQ
19722592;9;promotor;NULL;NULL;NULL;NULL;NULL;TFCT26
21638922;10;promotor;10;10;10;10;10;TFCSGA
21621122;8;passivo;NULL;NULL;NULL;NULL;NULL;TFCKON
19209937;10;promotor;10;10;10;10;10;TCBANZ
21310413;10;promotor;10;10;10;10;10;TB2401
21033101;10;promotor;10;4;9;0;4;TFDSS0
19736506;10;promotor;10;10;8;10;10;T15331
20387684;10;promotor;10;10;10;10;10;TFDFT4
21002549;5;detrator;5;5;5;5;5;T29119
19597539;10;promotor;10;10;10;10;10;TB4380
21084200;10;promotor;10;10;10;10;10;TEXY03
22313179;10;promotor;10;10;10;10;10;TA0719
19115830;9;promotor;NULL;NULL;NULL;NULL;NULL;TFDBZ0
19118006;8;passivo;NULL;NULL;NULL;NULL;NULL;T49432
20470185;10;promotor;10;10;10;10;10;T76590
22221303;10;promotor;9;9;9;9;9;T59260
19282900;10;promotor;10;10;10;10;10;T78391
21989058;9;promotor;NULL;NULL;NULL;NULL;NULL;TB2850
21270856;10;promotor;10;10;10;10;9;T48463
20198373;10;promotor;NULL;NULL;NULL;NULL;NULL;T23398
18976475;10;promotor;10;10;7;10;5;TB4727
22648901;10;promotor;10;10;10;10;10;TEZHWK
19657689;10;promotor;10;10;10;10;10;T61925
19359192;2;detrator;2;2;2;2;0;T55216
22534250;9;promotor;NULL;NULL;NULL;NULL;NULL;T79683
19137676;9;promotor;10;9;10;10;10;TFC440
21057371;10;promotor;10;10;10;10;10;TA2879
21205878;9;promotor;9;9;9;9;9;TEZCO4
21485093;10;promotor;NULL;NULL;NULL;NULL;NULL;T00546
21405981;10;promotor;10;10;10;10;10;TEZKQY
21126600;10;promotor;10;10;10;10;10;TEZOKY
20489753;10;promotor;10;10;10;10;10;T15650
20746199;9;promotor;9;9;9;9;9;T75344
22194128;3;detrator;3;1;3;2;2;T10159
22171184;10;promotor;10;10;10;10;10;TDC1KP
20223388;10;promotor;10;10;10;10;10;TA3674
21641246;10;promotor;10;10;10;10;10;T84622
21625199;10;promotor;10;10;10;10;10;T53161
22526850;10;promotor;10;10;10;10;10;TEZNGU
18940801;10;promotor;NULL;NULL;NULL;NULL;NULL;TFBLBY
21614676;0;detrator;10;0;0;0;0;TEZNL0
21467459;10;promotor;10;10;10;10;10;TCAL80
21847376;10;promotor;10;10;10;10;10;T01567
23032128;10;promotor;10;10;10;10;10;T35866
19737281;10;promotor;NULL;NULL;NULL;NULL;NULL;T49634
19143600;3;detrator;0;0;0;0;0;T53095
19954127;0;detrator;2;0;7;0;0;TEXVIX
21644292;10;promotor;10;10;10;10;10;T73851
22445011;1;detrator;NULL;NULL;NULL;NULL;NULL;TFCN06
21593751;8;passivo;8;8;8;8;8;T79240
22490961;10;promotor;10;10;10;10;10;TEZOQY
21537111;8;passivo;5;0;8;2;0;TEZJ32
20475858;10;promotor;NULL;NULL;NULL;NULL;NULL;T73768
21342808;10;promotor;NULL;NULL;NULL;NULL;NULL;T36812
21094636;10;promotor;10;10;10;10;10;T78209
19767141;10;promotor;10;10;10;10;10;T60458
21371764;10;promotor;10;10;10;10;10;TEZKD2
21950470;6;detrator;6;6;6;6;6;TEZIW1
20345850;10;promotor;10;10;10;10;10;TFDCGT
19678522;9;promotor;NULL;NULL;NULL;NULL;NULL;T84300
20928807;10;promotor;10;10;10;10;8;T76590
21686564;10;promotor;9;10;9;10;10;TDC01Z
20316711;10;promotor;10;10;10;10;10;TFBMB3
21650946;10;promotor;NULL;NULL;NULL;NULL;NULL;TDC13Q
20060098;10;promotor;10;10;10;10;10;TCAL80
20818435;10;promotor;10;10;10;10;10;T03459
21275043;10;promotor;10;10;10;10;10;TEXKSA
21674659;10;promotor;10;10;10;10;10;TEZNL0
22131244;10;promotor;10;10;10;10;10;TDC01Q
19543240;10;promotor;10;10;10;10;10;TFCYO8
22812357;10;promotor;10;10;10;10;10;TB1393
20834796;10;promotor;10;10;10;10;10;TFCCWQ
19301753;10;promotor;10;10;10;10;10;TEZKIY
20564423;3;detrator;1;4;4;3;0;TFCWHP
21804129;9;promotor;9;10;9;9;9;TFCAR4
19409514;10;promotor;10;10;10;10;10;TEZKIY
19483943;7;passivo;NULL;NULL;NULL;NULL;NULL;TFCJM3
20742067;10;promotor;10;10;10;10;10;T54284
20320850;10;promotor;10;10;10;10;10;TFCRMK
22904858;10;promotor;10;10;10;10;10;TEZDV1
21346678;8;passivo;10;9;9;9;9;T59082
20690230;10;promotor;10;10;10;10;10;T50734
21424498;10;promotor;10;10;10;10;10;T53231
21767571;10;promotor;10;10;10;10;10;TFDJLF
22971347;10;promotor;10;10;10;10;9;T09580
19489417;7;passivo;NULL;NULL;NULL;NULL;NULL;T43138
21918587;10;promotor;10;10;10;10;10;TFBXJW
19073344;10;promotor;10;10;10;10;10;T53295
21931597;5;detrator;NULL;NULL;NULL;NULL;NULL;TDC01Y
23021969;10;promotor;NULL;NULL;NULL;NULL;NULL;TC7801
19359733;10;promotor;10;10;10;10;10;T55554
21249202;8;passivo;8;8;8;8;8;TFCODW
21275251;10;promotor;10;10;10;10;10;T46988
21605552;10;promotor;10;10;10;10;10;T06449
22813598;3;detrator;8;3;3;0;2;TFBTF3
21707748;10;promotor;10;10;10;10;10;T57253
22518302;9;promotor;9;9;9;9;9;TEZDAJ
21698976;7;passivo;7;7;7;7;7;TEZDD5
16654519;10;promotor;10;10;10;10;10;T60311
21401915;10;promotor;10;10;10;10;10;TFBTYK
21109903;10;promotor;NULL;NULL;NULL;NULL;NULL;TEZG04
19051184;10;promotor;NULL;NULL;NULL;NULL;NULL;TEZCEK
19661182;10;promotor;10;5;5;8;5;TEZIYN
21657168;8;passivo;8;9;9;10;9;T75794
20797350;10;promotor;10;10;10;10;10;TA2879
20939249;10;promotor;9;9;9;9;9;T61539
20954386;10;promotor;10;10;10;10;10;TFDUPO
21926367;10;promotor;NULL;NULL;NULL;NULL;NULL;TFDOS2
20212065;9;promotor;9;9;9;9;9;TDC099
22224697;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCAB2
22164185;10;promotor;10;10;10;10;10;TFCA40
20140663;10;promotor;10;10;10;10;10;T10216
20342585;10;promotor;10;10;10;5;8;T37391
22953816;7;passivo;8;7;8;8;7;TFDGFI
22170867;10;promotor;10;10;10;10;10;TCATXY
19759166;10;promotor;10;10;10;10;10;TEZOKY
21835113;10;promotor;10;10;10;10;10;T50223
19471358;0;detrator;0;0;9;0;0;T77109
21152780;10;promotor;10;10;10;10;10;TB4671
21294302;10;promotor;NULL;NULL;NULL;NULL;NULL;T10967
22211874;10;promotor;NULL;NULL;NULL;NULL;NULL;T06178
20102973;10;promotor;10;10;10;10;10;TFDFG9
21248372;10;promotor;10;10;10;10;10;TAAOFB
21268984;10;promotor;10;10;10;7;10;TFDTMF
21877289;10;promotor;10;10;10;10;10;TEZKIR
21932025;3;detrator;5;1;1;1;1;T42559
21680883;10;promotor;10;10;10;10;10;T29941
19408486;10;promotor;10;10;10;10;10;T73839
22645140;0;detrator;0;0;0;0;0;TFDJGW
22936934;9;promotor;9;8;9;9;9;TFDQXH
22801103;10;promotor;10;10;10;10;10;TFDDU3
19935113;9;promotor;NULL;NULL;NULL;NULL;NULL;TEZOWF
19241651;10;promotor;NULL;NULL;NULL;NULL;NULL;T60696
22522936;9;promotor;9;9;9;9;9;TFDPXM
21655771;10;promotor;10;10;10;10;10;TB2980
18991054;10;promotor;10;10;10;10;10;T42559
21300356;10;promotor;10;9;10;10;9;TDC01Z
21704957;10;promotor;10;10;10;10;10;T77617
20480131;10;promotor;10;10;10;10;10;TB3493
21752148;10;promotor;10;10;10;10;10;T01487
22455314;10;promotor;10;10;10;8;10;TFBXJK
21710635;10;promotor;10;10;10;10;10;TEZM89
21995452;10;promotor;NULL;NULL;NULL;NULL;NULL;TEZJBE
22254494;6;detrator;NULL;NULL;NULL;NULL;NULL;TEZHXR
19833439;10;promotor;10;10;10;10;10;TDC1J5
18927861;10;promotor;10;10;10;10;10;TDC01Z
20914962;10;promotor;10;10;10;10;10;TFDAKQ
21232638;8;passivo;8;8;8;9;8;T02817
19564314;0;detrator;0;0;0;0;0;T00082
22858576;10;promotor;10;10;10;10;10;T04028
21419658;10;promotor;NULL;NULL;NULL;NULL;NULL;TFDEXX
19918095;10;promotor;10;10;10;10;10;TEXSQH
20085324;10;promotor;10;10;10;10;10;T23438
22786567;10;promotor;10;10;10;10;10;TA8467
22125536;10;promotor;10;10;10;10;10;T54544
21642340;10;promotor;10;10;10;10;10;T05953
22240135;10;promotor;10;10;10;10;10;TEZI79
19704414;10;promotor;NULL;NULL;NULL;NULL;NULL;TFBLM1
19276669;10;promotor;10;10;10;10;6;T06619
22469582;0;detrator;NULL;NULL;NULL;NULL;NULL;T60887
22323632;5;detrator;NULL;NULL;NULL;NULL;NULL;TFBSVB
20101326;10;promotor;10;10;10;10;10;TFDCGT
22774703;3;detrator;NULL;NULL;NULL;NULL;NULL;TFCSXX
19020450;10;promotor;10;10;10;10;10;TFCRVL
20491697;9;promotor;10;10;10;8;10;T74865
20920770;10;promotor;10;10;10;10;10;TFDID7
21966741;10;promotor;10;10;10;10;10;TFCI28
16247561;10;promotor;NULL;NULL;NULL;NULL;NULL;TCAL80
19129487;10;promotor;10;10;10;10;10;TAAHTY
20936334;10;promotor;NULL;NULL;NULL;NULL;NULL;TFBZAA
21422765;10;promotor;NULL;NULL;NULL;NULL;NULL;T05273
20124275;10;promotor;10;10;10;10;10;T52184
22287408;10;promotor;NULL;NULL;NULL;NULL;NULL;T12183
20868504;10;promotor;10;10;10;10;10;TB3043
22477664;10;promotor;10;10;10;10;10;T52637
21970067;10;promotor;NULL;NULL;NULL;NULL;NULL;T21424
20022050;8;passivo;8;8;8;8;8;T02145
20561982;10;promotor;10;10;10;10;10;T53615
20779506;10;promotor;10;10;10;10;10;T54284
22415612;10;promotor;10;10;10;10;10;T42748
21926089;10;promotor;NULL;NULL;NULL;NULL;NULL;TDCG0M
20715056;10;promotor;10;10;10;10;10;TFCLMQ
21516434;10;promotor;NULL;NULL;NULL;NULL;NULL;TDC14T
22858942;10;promotor;10;10;10;10;10;TEZCK6
19864243;7;passivo;8;0;0;3;10;TFBMMJ
21356462;9;promotor;9;7;8;8;9;TFBMMJ
21687392;10;promotor;10;10;10;10;10;TB4442
22277885;1;detrator;1;1;1;1;1;T26272
22200102;10;promotor;NULL;NULL;NULL;NULL;NULL;T16639
22990911;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCZY8
20899370;9;promotor;10;10;10;10;10;T43460
20099721;9;promotor;9;9;9;9;8;TFBZ49
19694457;10;promotor;10;10;10;10;10;TEZOOL
18973476;10;promotor;10;10;10;10;10;T60617
20376862;10;promotor;10;10;10;10;10;TAAFZJ
21544217;10;promotor;NULL;NULL;NULL;NULL;NULL;TDC1KH
20273471;10;promotor;10;10;10;7;1;TEXKGG
21360336;10;promotor;10;10;10;10;10;TFCCWQ
20773387;10;promotor;10;10;10;10;10;T06449
22998822;10;promotor;10;10;10;10;10;T04065
21788202;10;promotor;10;10;10;10;10;TFDRCM
22648463;10;promotor;10;10;10;10;10;TFDN39
22256387;10;promotor;10;10;10;10;10;TFDTQS
21593808;10;promotor;10;10;10;10;10;T08810
20035453;10;promotor;10;10;10;10;10;T04028
22559728;9;promotor;9;9;9;9;9;T56241
22266864;10;promotor;NULL;NULL;NULL;NULL;NULL;T03459
21393027;10;promotor;10;10;10;10;10;T07762
22790378;10;promotor;NULL;NULL;NULL;NULL;NULL;TEZBY6
19195557;10;promotor;10;10;10;10;10;T76806
22168747;10;promotor;10;10;10;10;10;T35866
21438249;9;promotor;10;10;10;10;10;TFCT26
22663189;10;promotor;10;10;10;10;10;T57177
20377409;10;promotor;10;10;10;10;10;T60795
19490194;10;promotor;10;10;10;10;10;TFCTM2
19092279;10;promotor;9;9;9;9;9;TDC099
21848024;7;passivo;10;10;4;7;8;T53336
19701331;10;promotor;NULL;NULL;NULL;NULL;NULL;T45963
22859239;10;promotor;9;9;9;9;9;TFCLHU
19124632;10;promotor;10;10;10;10;10;TFBMB3
22793232;8;passivo;NULL;NULL;NULL;NULL;NULL;TDC1GA
22647021;0;detrator;0;0;0;0;0;TFCD46
19999278;0;detrator;0;0;0;0;0;TFCTM2
20573428;9;promotor;9;9;9;9;9;T76806
21010093;10;promotor;10;10;10;10;10;T53161
21866890;10;promotor;10;10;10;10;10;TEZENA
22034847;8;passivo;NULL;NULL;NULL;NULL;NULL;TFDVQI
19330294;10;promotor;10;10;10;10;10;T57211
20013311;10;promotor;NULL;NULL;NULL;NULL;NULL;T75330
22588363;10;promotor;10;10;10;10;10;T43110
20330839;10;promotor;10;10;10;10;10;TFDGFI
22577024;0;detrator;10;0;0;0;0;T06682
22909672;10;promotor;10;10;10;10;10;TFBZNE
22698000;9;promotor;9;9;9;9;9;TEZFBB
22994195;10;promotor;NULL;NULL;NULL;NULL;NULL;TFD403
20540801;10;promotor;10;10;10;10;10;T60311
19752393;8;passivo;NULL;NULL;NULL;NULL;NULL;T48689
19710318;8;passivo;8;8;8;8;8;TDC04J
19469705;10;promotor;NULL;NULL;NULL;NULL;NULL;T15159
19999424;10;promotor;10;10;10;10;10;TC3843
22545876;10;promotor;NULL;NULL;NULL;NULL;NULL;TA3945
19465110;10;promotor;NULL;NULL;NULL;NULL;NULL;TA2551
21156291;10;promotor;10;10;10;10;10;TFDBXI
20416549;10;promotor;10;10;10;10;10;TFDE90
22637987;8;passivo;NULL;NULL;NULL;NULL;NULL;TFBMMJ
21697351;8;passivo;NULL;NULL;NULL;NULL;NULL;TFCHIL
22469108;0;detrator;1;1;1;0;1;TEZLBN
21665635;10;promotor;10;10;10;10;10;TEZJDA
21672959;10;promotor;10;10;10;10;10;TEZKIR
20254915;10;promotor;10;10;10;10;10;TFDBJB
23019518;10;promotor;10;10;10;8;10;T75330
20405790;10;promotor;10;10;10;10;10;T53339
20769558;9;promotor;9;9;9;9;9;T27008
20960931;10;promotor;10;10;10;10;10;T09408
20386867;8;passivo;10;10;10;8;10;T11382
21716027;10;promotor;NULL;NULL;NULL;NULL;NULL;T05953
20481839;10;promotor;NULL;NULL;NULL;NULL;NULL;TDC04U
21154158;10;promotor;NULL;NULL;NULL;NULL;NULL;TEYVYC
21496868;10;promotor;10;10;10;10;10;TFBRLL
19801724;10;promotor;10;10;10;10;10;TFCLHN
19782272;10;promotor;10;10;10;10;10;TFCYI5
21573819;10;promotor;NULL;NULL;NULL;NULL;NULL;T09590
21156583;10;promotor;10;10;10;10;10;T92214
22676735;8;passivo;NULL;NULL;NULL;NULL;NULL;TB5225
22170226;10;promotor;10;10;10;10;10;TFCVN8
20776120;10;promotor;10;10;10;10;10;TFCXB4
22400367;10;promotor;10;10;10;10;10;TFBKKL
19640305;9;promotor;NULL;NULL;NULL;NULL;NULL;TFCNRP
21060185;10;promotor;10;10;10;10;10;TFDF96
19020194;8;passivo;NULL;NULL;NULL;NULL;NULL;TFDBAQ
22451952;10;promotor;NULL;NULL;NULL;NULL;NULL;T05953
22241203;10;promotor;10;10;10;10;10;TFCAB2
19121405;8;passivo;10;8;8;8;8;T11432
20801637;10;promotor;10;10;10;10;10;T37248
23013830;10;promotor;10;10;10;10;10;T35866
20708717;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCNRP
22602782;10;promotor;10;10;10;10;10;TFCPYM
22026185;10;promotor;10;10;10;10;10;TFCYQ5
20833040;10;promotor;10;10;10;10;10;T50456
18993950;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCP52
21320185;9;promotor;9;9;9;9;9;TDC099
21113288;10;promotor;10;10;10;10;10;T03062
22880090;10;promotor;NULL;NULL;NULL;NULL;NULL;TFBX19
19685989;10;promotor;10;10;10;10;10;TB0713
21037926;10;promotor;10;10;10;10;10;TFDRHF
22275505;3;detrator;NULL;NULL;NULL;NULL;NULL;TFDDDI
21605947;10;promotor;10;10;10;10;10;T77135
19934027;10;promotor;10;10;10;10;10;TCAL80
19811403;10;promotor;NULL;NULL;NULL;NULL;NULL;TFDGFI
22659826;9;promotor;9;9;9;9;9;T13017
22245089;0;detrator;NULL;NULL;NULL;NULL;NULL;TFBSZN
22589093;10;promotor;10;10;10;10;10;T59746
21803799;10;promotor;10;10;10;10;9;T56562
22712477;0;detrator;NULL;NULL;NULL;NULL;NULL;T37094
20269468;9;promotor;10;10;8;8;9;TFCCWQ
21426524;10;promotor;NULL;NULL;NULL;NULL;NULL;TB3721
20872115;10;promotor;NULL;NULL;NULL;NULL;NULL;T76590
19463519;10;promotor;10;10;10;10;10;TEZDWI
19245088;10;promotor;10;10;10;10;10;TDC01Z
21284559;10;promotor;10;10;10;10;10;T75868
22455228;10;promotor;10;10;10;10;10;TFCQLG
19080876;5;detrator;NULL;NULL;NULL;NULL;NULL;TFCYI5
21368142;10;promotor;NULL;NULL;NULL;NULL;NULL;T14333
21573754;10;promotor;10;10;10;10;10;TFBMB3
20313806;8;passivo;8;8;8;9;8;TEZOOO
20797696;10;promotor;10;10;10;10;10;TEZMHC
21901983;9;promotor;9;9;9;9;9;TFDSML
20501584;10;promotor;10;10;10;10;10;T05953
22901875;10;promotor;NULL;NULL;NULL;NULL;NULL;T06937
21631218;7;passivo;7;5;7;5;5;TEZJDA
19348145;10;promotor;10;10;10;10;10;TFCTM2
21614965;10;promotor;10;10;10;10;10;T36732
20080510;10;promotor;10;10;10;10;10;TEZMHC
20330322;10;promotor;10;10;10;10;10;TCANA8
19993482;8;passivo;NULL;NULL;NULL;NULL;NULL;TFCXA8
22372843;10;promotor;10;10;10;10;10;T76590
22443340;10;promotor;10;10;10;10;10;T06187
21434340;10;promotor;10;10;10;10;10;TFBX19
20954847;10;promotor;10;10;10;10;10;T77617
22436589;10;promotor;10;10;10;10;10;TFDQCC
20488811;10;promotor;10;10;9;10;10;T48579
22071357;10;promotor;10;10;10;10;10;T01690
19746075;5;detrator;5;5;5;5;5;T56320
20432941;7;passivo;7;5;8;5;5;T01205
19453097;10;promotor;NULL;NULL;NULL;NULL;NULL;TEZF81
21869981;10;promotor;10;10;10;10;10;T84563
21363637;10;promotor;10;10;10;10;10;T04028
22952553;10;promotor;10;10;10;10;10;TAAHTY
20536159;10;promotor;NULL;NULL;NULL;NULL;NULL;T34101
21607938;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCX53
22762258;10;promotor;10;10;10;10;10;TEZOOL
21605670;10;promotor;10;10;10;10;10;T75794
21578443;10;promotor;NULL;NULL;NULL;NULL;NULL;TFBKUE
21563744;10;promotor;NULL;NULL;NULL;NULL;NULL;T55328
21683696;10;promotor;10;10;10;10;10;T76806
22253921;10;promotor;NULL;NULL;NULL;NULL;NULL;T10289
22352672;10;promotor;10;10;10;10;10;TFEBS7
22844335;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCOXY
22480421;10;promotor;10;10;10;10;10;TFDFR2
20541228;8;passivo;8;8;8;8;8;T60311
21273645;9;promotor;NULL;NULL;NULL;NULL;NULL;T55053
19975656;10;promotor;NULL;NULL;NULL;NULL;NULL;TFDOD9
21043357;10;promotor;10;10;10;10;10;T73876
21309895;3;detrator;NULL;NULL;NULL;NULL;NULL;T60435
22456472;9;promotor;NULL;NULL;NULL;NULL;NULL;TFEDJG
22472214;10;promotor;NULL;NULL;NULL;NULL;NULL;T84117
19152681;9;promotor;9;9;7;9;9;T37733
20562197;7;passivo;7;10;5;10;10;TEXSQH
21633344;10;promotor;10;10;10;10;10;TFCI28
21237960;9;promotor;10;10;9;9;2;TEZH10
21391357;7;passivo;6;1;8;7;0;TFCVYU
21556095;10;promotor;10;10;10;10;10;T41352
20351014;9;promotor;10;10;10;10;10;TFAAP9
21438936;10;promotor;10;10;10;10;10;TEZGIV
19000446;10;promotor;10;10;10;10;10;TFCHGI
22860751;10;promotor;10;10;10;10;10;T46162
19883778;10;promotor;10;10;10;10;10;TFCNSQ
19109786;9;promotor;10;10;7;10;10;T57362
21149272;10;promotor;9;9;9;9;9;T03585
21524149;10;promotor;10;10;10;10;10;TFCEX9
21605381;8;passivo;8;8;8;8;8;TFCPG1
19017219;10;promotor;10;10;10;9;10;TFCNRP
17874464;8;passivo;8;8;8;8;8;T75868
21952181;8;passivo;5;5;5;5;5;T46506
20771566;10;promotor;10;10;10;10;10;TFBWMA
22694519;9;promotor;NULL;NULL;NULL;NULL;NULL;TFD975
21358737;10;promotor;10;10;10;10;10;TFBMMJ
20856997;8;passivo;NULL;NULL;NULL;NULL;NULL;T16103
19853676;10;promotor;10;10;10;10;10;TEZF71
22074259;3;detrator;0;8;1;9;8;TEYIZZ
20564237;0;detrator;NULL;NULL;NULL;NULL;NULL;TDC01Y
22887996;4;detrator;4;4;4;4;4;T01901
20949447;10;promotor;10;10;10;10;10;TA0719
21667072;8;passivo;8;10;8;7;10;TB2234
22757272;10;promotor;8;8;8;8;8;TEZEYE
21601793;7;passivo;NULL;NULL;NULL;NULL;NULL;TEZKBO
21711605;10;promotor;NULL;NULL;NULL;NULL;NULL;T35033
21872262;10;promotor;NULL;NULL;NULL;NULL;NULL;T14449
23022369;9;promotor;9;9;9;9;9;TFD975
22308767;9;promotor;8;8;8;8;8;TAAK82
22630714;10;promotor;NULL;NULL;NULL;NULL;NULL;TFCLMQ
22690489;0;detrator;5;0;0;0;0;TFDSIP
22717654;10;promotor;10;10;10;10;8;TFBKX2
20550286;10;promotor;10;10;10;10;10;TEZKQ5
19179141;10;promotor;10;10;10;10;10;T09851
19300827;10;promotor;9;9;9;9;9;TEZDIF
19963865;7;passivo;8;10;9;9;9;TFCVN8
21362864;10;promotor;10;7;10;9;8;T10413
22570211;10;promotor;10;10;10;10;10;TB4814
22597645;10;promotor;10;9;9;10;9;TFCLHU
20425748;10;promotor;10;10;10;10;10;T16221
19508954;10;promotor;10;10;10;10;10;TFCAR4
22709533;8;passivo;NULL;NULL;NULL;NULL;NULL;TEZOOO
19023221;10;promotor;10;10;10;10;10;TFDGVJ
19770987;9;promotor;8;8;8;9;8;T34593
22381899;10;promotor;10;10;10;10;10;TDC099
19620971;9;promotor;8;8;8;8;8;TFDIRI
23017385;10;promotor;10;10;10;10;10;T84068
20508198;10;promotor;10;10;10;10;10;TFBWMA
22662539;10;promotor;10;10;10;10;10;TFDPUF
